CT Cha b, -1, -1, 7310.0, 3496.0, -1, -1, 191.498, 189.949
CoRoT-1 b, 1.5089621, 1.5089493, 365.49, 289.21000000000004, -1, -1, 811.4, 764.418
CoRoT-1 b, -1, -1, 381.396, 336.89979999999997, -1, -1, 811.4, 764.418
CoRoT-1 b, 1.50896885, 1.5089686900000001, -1, -1, -1, -1, 811.4, 764.418
CoRoT-1 b, 1.5089687, 1.5089677, 422.7139, 359.1479, -1, -1, 811.4, 764.418
CoRoT-1 b, 1.5089692, 1.508968, 359.1479, 295.58189999999996, -1, -1, 811.4, 764.418
CoRoT-1 b, 1.5089724, 1.5089545999999998, -1, -1, -1, -1, 811.4, 764.418
CoRoT-1 b, 1.5089766500000001, 1.50897645, 394.1092, 286.047, 0.691, -0.409, 811.4, 764.418
CoRoT-10 b, 13.2408, 13.240400000000001, 912.1721, 823.1796999999999, 0.542, 0.506, 342.3725, 334.39950000000005
CoRoT-10 b, 13.2408, 13.240400000000001, 931.2419, 835.8929, -1, -1, 342.3725, 334.39950000000005
CoRoT-10 b, 13.2408, 13.240400000000001, 924.85, 823.15, 0.5700000000000001, 0.49000000000000005, 342.3725, 334.39950000000005
CoRoT-11 b, 2.9943459999999997, 2.994304, 877.2108000000001, 705.5826, -1, -1, 679.984, 631.8280000000001
CoRoT-11 b, 2.99427852, 2.9942775399999997, -1, -1, -1, -1, 679.984, 631.8280000000001
CoRoT-11 b, 2.9943459999999997, 2.994304, 1020.2343000000001, 635.6600000000001, -1, -1, 679.984, 631.8280000000001
CoRoT-11 b, 2.9943410000000004, 2.994319, 867.6759000000001, 619.7685, -1, -1, 679.984, 631.8280000000001
CoRoT-11 b, 2.99376766, 2.99279628, -1, -1, -1, -1, 679.984, 631.8280000000001
CoRoT-11 b, 2.9943410000000004, 2.994319, 848.5699999999999, 632.45, -1, -1, 679.984, 631.8280000000001
CoRoT-11 b, -1, -1, -1, -1, -1, -1, 679.984, 631.8280000000001
CoRoT-12 b, 2.828055, 2.828029, 313.685, 270.78, 0.133, 0.028000000000000004, 1182.1149999999998, 1070.625
CoRoT-12 b, 2.828052, 2.8280299999999996, -1, -1, -1, -1, 1182.1149999999998, 1070.625
CoRoT-12 b, 2.828055, 2.828029, 313.38038, 268.88418, -1, -1, 1182.1149999999998, 1070.625
CoRoT-12 b, 2.82805211, 2.82802619, -1, -1, -1, -1, 1182.1149999999998, 1070.625
CoRoT-12 b, 2.82805333, 2.82805203, 303.20982000000004, 252.67485000000002, -1, -1, 1182.1149999999998, 1070.625
CoRoT-12 b, 2.828055, 2.828029, 307.02378, 256.80664, -1, -1, 1182.1149999999998, 1070.625
CoRoT-13 b, 4.035176, 4.035125, -1, -1, -1, -1, 1211.05, 1092.78
CoRoT-13 b, 4.03522, 4.03516, 446.23332, 399.83014, -1, -1, 1211.05, 1092.78
CoRoT-13 b, 4.03507225, 4.03501663, -1, -1, -1, -1, 1211.05, 1092.78
CoRoT-13 b, 4.03522, 4.03516, 447.50464, 386.48127999999997, -1, -1, 1211.05, 1092.78
CoRoT-13 b, 4.03522, 4.03516, 436.68, 394.728, -1, -1, 1211.05, 1092.78
CoRoT-14 b, 1.51227, 1.51201, 2606.1, 2224.7000000000003, -1, -1, 1917.6299999999999, 1599.6999999999998
CoRoT-14 b, 1.51227, 1.51201, 2596.6711, 2278.8411, -1, -1, 1917.6299999999999, 1599.6999999999998
CoRoT-14 b, 1.51227, 1.51201, 2507.6787, 2208.9185, -1, -1, 1917.6299999999999, 1599.6999999999998
CoRoT-16 b, 5.35247, 5.352069999999999, 199.27940999999998, 137.62039, 0.48, 0.25, 767.753, 700.127
CoRoT-16 b, 5.35247, 5.352069999999999, 197.04600000000002, 143.65300000000002, 0.42000000000000004, 0.23, 767.753, 700.127
